"","tool","forecastMonth","mean","std"
"1","A",1,2.02359596133398,0.714140794443954
"2","A",2,2.2835028293808,0.890908693558301
"3","A",3,2.34810380882955,0.717429698506126
"4","B",1,13.7634791090022,7.62258210797279
"5","B",2,14.557200976001,8.77094686290871
"6","B",3,14.727732882712,8.70505171823972
"7","C",1,2.60131473361917,1.20883491113473
"8","C",2,2.82627462995877,1.42687560743293
"9","C",3,2.81398747507008,1.31878118705227
