"","tool","forecastMonth","mean","std"
"1","A",1,0.299608543945075,0.901395814972116
"2","A",2,0.489723081135802,1.32065120919388
"3","A",3,0.311610585500931,1.44890321101386
"4","B",1,0.0945793805495352,6.48373217367917
"5","B",2,0.456164250801338,6.63563597026314
"6","B",3,-0.163760459822151,3.49822602871699
"7","C",1,0.349147686557429,0.902404855409907
"8","C",2,0.514841143458307,0.968459990840757
"9","C",3,0.344410904473848,1.08119936551974
