"date","rmse"
2015-09-02,2.30695120573539
2016-02-05,1.98819355354915
2015-03-21,2.83849798460357
2015-09-05,2.4821535487645
2015-02-16,10.0133051035835
2015-08-15,4.48772895509344
2015-02-01,27.7060520897501
2015-05-01,10.8949136651627
2016-04-20,3.39017819010855
2015-08-18,2.69002445839819
2015-11-30,3.8326968492595
2015-08-06,3.76938195114415
2015-02-26,9.7042188680429
2015-11-18,2.73983269834209
2015-01-17,4.10541042702002
2016-04-23,2.83520496796312
2015-12-10,3.16629844401236
2015-03-08,3.98996432621625
2016-02-06,2.07886606804461
2015-12-03,3.19915911305071
2015-03-17,3.3618997403244
2015-08-12,3.39642473783107
2016-04-09,2.30165478716101
2015-06-25,3.10646200933718
2015-12-30,2.96266268423004
2015-07-08,3.6278956419063
2016-02-13,2.51181895420671
2015-11-23,2.82631639634068
2015-04-19,4.96150273523124
2015-07-10,3.81486905925084
2015-10-16,2.64481267373827
2015-11-02,2.4561302445365
2016-04-03,3.34592671854687
2015-09-01,2.30047023387871
2015-04-09,3.19709419116601
2016-02-15,3.19376805386219
2015-02-24,10.387373257073
2015-07-25,5.21660883074273
2015-04-01,5.4467251038879
2016-01-03,2.69898283362493
2015-02-07,5.84665906128315
2015-11-04,2.6494713177649
2016-04-28,2.87119655815428
2015-02-23,11.0079280828703
2015-08-31,2.29752123248755
2015-10-11,2.43626332536775
2015-08-30,2.36332560323887
2015-03-30,3.719002179382
2015-02-03,6.70677384968226
2015-11-28,3.67465606008262
2015-12-28,3.06943089679753
2015-12-11,3.42662746009641
2015-08-09,3.55445993611599
2015-02-21,11.662487504561
2015-03-24,2.84701459668956
2015-09-11,2.65195674473649
2015-09-09,2.4913410285745
2015-09-16,2.32884052516748
2016-04-16,2.73360278745225
2015-12-26,3.13861887518193
2015-01-10,5.40636280732303
2015-07-24,4.91299416014949
2015-04-28,5.70752126969345
2016-04-27,3.14434969914343
2015-11-08,2.28088371459683
2015-07-28,4.66740572121966
2015-09-03,2.35367625928252
2015-11-07,2.26813149859271
2015-05-20,2.76997724012802
2015-03-04,5.82997701977015
2016-04-24,2.76437652518392
2016-02-10,2.17615899932594
2015-07-27,4.94403450699568
2015-10-28,2.32394557761496
2015-10-21,2.53106182603209
2015-07-06,3.68743164261653
2015-01-14,5.18435704846388
2016-01-27,1.92427447563876
2015-01-13,5.60281793696788
2016-02-27,3.75417732607199
2015-03-02,6.29325113453035
2015-08-27,2.28722506219263
2015-07-13,3.83215451927292
2015-10-24,2.88465726631601
2016-01-12,2.30233741902629
2015-02-02,5.99736800458041
2015-12-07,3.20885900552601
2015-10-19,2.44881405740562
2015-10-25,3.13246880483257
2015-07-21,5.40184646047587
2016-01-07,2.44395725344528
2015-07-26,4.99974665805713
2015-05-08,3.85732831130947
2015-01-28,3.37331932063857
2015-06-14,1.97480763908735
2016-01-21,1.98654763917952
2015-09-13,2.81350671970114
2015-07-22,5.46807663146534
2016-01-31,2.06439347643172
2016-04-22,2.88492288654464
2016-02-26,3.65214991902632
2015-07-03,3.75626109834151
2015-05-03,4.86834868058417
2015-09-17,2.30596653759189
2015-07-29,4.68327733143051
2015-05-29,2.35875745109609
2015-06-15,2.25129334529038
2015-05-28,2.35902849456081
2015-11-11,2.36255378089322
2015-01-26,3.09055682153047
2015-06-06,2.61646974182496
2015-05-24,2.62808049023156
2015-12-22,3.27234501266114
2016-02-16,3.22306748720106
2016-04-06,2.34257761917567
2015-11-10,2.34157462819773
2015-11-20,2.71017815605145
2015-05-27,2.53124557968009
2015-10-04,3.05964721953976
2015-07-07,3.63434377252478
2015-11-27,3.14999784726548
2015-04-03,5.40486544760177
2015-04-08,3.25199075792286
2015-09-07,2.48120203448696
2015-12-18,3.73240670030975
2015-12-01,3.45138019604422
2015-09-21,3.0184383991982
2015-07-20,5.10658754189534
2016-02-12,2.15491629886907
2015-11-21,2.81617030893045
2015-02-11,8.8219949241112
2016-01-09,2.53835073227106
2015-03-13,3.20626774082689
2015-08-03,4.23867385918498
2015-05-18,2.84881700894985
2016-04-26,3.19929937843517
2016-02-29,3.85134997082001
2015-01-27,3.10751074487002
2016-02-02,1.73971508813799
2016-01-29,2.35661972373769
2016-02-03,1.94561168572544
2015-05-30,2.41724705075599
2015-03-10,3.71489972659565
2016-04-21,3.38616977459156
2015-12-12,3.13424540889956
2015-12-27,3.13456453390616
2015-08-16,3.15625752748584
2015-11-03,2.45329049804989
2015-01-08,5.57298380843385
2015-10-17,2.60631580935778
2015-03-26,2.55254633297817
2015-04-05,3.74285044378753
2015-03-28,3.4616741544175
2015-10-29,2.73911017426873
2015-01-06,5.67475434245878
2015-12-14,3.43632889147472
2015-06-22,2.54303460690692
2016-01-26,2.46827401215431
2015-04-18,4.87158039697962
2015-11-13,2.53472625184763
2016-02-28,3.66623172837909
2016-01-13,2.25141766325919
2015-09-08,2.55596385148617
2015-02-17,11.273576993164
2015-09-28,2.84126859177042
2015-01-31,4.37276097909988
2015-11-25,3.03960766350508
2016-04-10,2.54774424868657
2015-04-13,3.3794634496941
2015-11-12,2.50699416174107
2015-05-05,3.83567405614369
2015-02-18,11.4544828032611
2016-01-01,2.91346933535402
2016-04-29,2.67712070031283
2015-05-19,2.78850345484525
2015-02-04,5.73749464296103
2015-06-19,2.78104436951393
2015-10-10,2.40064846474673
2015-11-19,2.73723047440967
2015-08-21,2.30211441433495
2015-02-12,9.28811950645783
2015-02-25,10.6679656720486
2015-07-05,3.98285237465921
2015-04-12,3.3330159698171
2015-01-01,6.3997049680217
2015-05-04,4.089359668067
