"date","daily.demand"
2016-06-20,6
2016-06-22,6
2016-06-23,8
2016-06-24,8
2016-06-25,8
2016-06-26,8
2016-06-27,8
2016-06-28,13
2016-06-29,11
2016-06-30,6
2016-07-01,6
2016-07-02,5
2016-07-03,5
2016-07-04,3
2016-07-05,1
2016-07-06,1
2016-07-07,5
2016-07-08,5
2016-07-09,2
2016-07-10,3
2016-07-11,6
2016-07-12,4
2016-07-13,5
2016-07-14,6
2016-07-15,6
2016-07-16,5
2016-07-17,7
2016-07-18,10
2016-07-19,12
2016-07-20,10
2016-07-21,6
2016-07-22,6
2016-07-24,7
2016-07-25,8
2016-07-26,7
2016-07-27,9
2016-07-28,8
2016-07-29,7
2016-07-30,6
2016-07-31,8
2016-08-01,12
2016-08-02,12
2016-08-03,12
2016-08-04,8
2016-08-05,9
2016-08-06,9
2016-08-07,9
2016-08-08,13
2016-08-09,10
2016-08-10,6
2016-08-11,4
