"date","daily.demand","n1.demand","n2.demand","n3.demand","n4.demand","n5.demand","n6.demand","n7.demand","n8.demand","n9.demand","n10.demand","n11.demand","n12.demand","n13.demand","n14.demand","n15.demand","n16.demand","n17.demand","n18.demand","n19.demand","n20.demand","n21.demand","n22.demand","n23.demand","n24.demand","n25.demand","n26.demand","n27.demand","n28.demand","n29.demand","n30.demand"
2015-01-01,7,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444,10.9444444444444
2015-01-02,8,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222,10.9222222222222
2015-01-03,9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9
2015-01-04,10,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778
2015-01-05,10,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778
2015-01-06,9,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778
2015-01-07,11,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778,10.8777777777778
2015-01-08,10,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444,10.8444444444444
2015-01-09,10,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222,10.8222222222222
2015-01-10,9,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8
2015-01-11,8,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778,10.7777777777778
