"","date","demand.actual","monthly.pred","quarterly.pred","half.annual.pred","annual.pred","ensemble.pred"
"1",2015-03-01,9.966666667,9.16066295605881,9.97314485260881,9.48209595024317,12.3232088826703,10.2347781603953
"2",2015-04-01,9.827586207,14.939853331491,12.7632569218208,8.0184675058941,8.94601740797829,11.166898791796
"3",2015-05-01,10.33333333,9.58498665272167,9.59549098009506,9.89583721249136,10.0513203206052,9.78190879147832
"4",2015-06-01,9.448275862,10.0822429361958,10.6346532374329,9.81878806257391,10.7077488649782,10.3108582752952
"5",2015-07-01,9.133333333,9.971927200105,9.10168379630991,8.82774893596667,10.928566154686,9.70748152176691
"6",2015-08-01,9.133333333,11.5239417131278,9.84547098770218,9.69567573645966,10.1481095629145,10.303299500051
"7",2015-09-01,8.896551724,10.9308515802585,11.8214737675252,9.42070244423063,8.9335653494016,10.276648285354
"8",2015-10-01,9.5,10.2236840454751,6.37004504456712,9.40892379947687,9.81088109709225,8.95338349665283
"9",2015-11-01,8.620689655,10.103139748253,9.88788357409921,9.06016774392864,10.0146090033959,9.7664500174192
"10",2015-12-01,6.866666667,9.58626721931325,9.46645044370679,8.85445782852928,8.33571924589673,9.06072368436151
"11",2016-01-01,6.333333333,8.67597760971009,8.57698635742443,8.36399476629515,7.18538127544715,8.20058500221921
"12",2016-02-01,4.642857143,8.25249753583223,7.02878826798179,7.25070160695241,8.64461014176795,7.79414938813359
"13",2016-03-01,5,6.26090193003675,6.26090193003675,7.45776318989572,5.97348993573291,6.48826424642553
"14",2016-04-01,6.206896552,4.35496685009732,4.63284577769677,4.61265640483479,4.78810182456179,4.59714271429767
"15",2016-05-01,7.966666667,3.71850388769543,3.71850388769543,5.26647643394784,4.9602212652612,4.41592636864998
"16",2016-06-01,NA,9.82291013451642,6.47992675034174,7.61306232911484,8.16829557640664,8.02104869759491
"17",2016-07-01,NA,11.8310007280918,11.547613985346,10.3906549222657,7.2938121562215,10.2657704479812
