"","date","demand.actual","monthly.pred","quarterly.pred","half.annual.pred","annual.pred","ensemble.pred"
"1",2015-02-01,45.59259259,47.7497446270652,48.0523482238355,45.9835047158916,53.1203017216642,48.7264748221141
"2",2015-03-01,26.06666667,58.7672053217436,35.741755808352,32.6577362687962,46.2243904021867,43.3477719502696
"3",2015-04-01,23.13793103,0,20.617749872323,2.51459385538846,0,5.78308593192787
"4",2015-05-01,20.5,14.2240457352912,30.6636233041279,10.1034233651553,18.8734527207856,18.46613628134
"5",2015-06-01,17.24137931,15.652005085331,38.8139832083798,14.8887907748072,13.9680715350175,20.8307126508839
"6",2015-07-01,18.2,18.7364911947233,21.6764189599807,16.1443762557737,7.98120573230626,16.134623035696
"7",2015-08-01,24,18.7192905177792,22.3476334098745,24.9504452455899,14.8960952833605,20.228366114151
"8",2015-09-01,24.20689655,18.3502555224398,12.1376388282507,31.16143258654,23.176402252877,21.2064322975269
"9",2015-10-01,22.2,20.8623536885903,26.8897871308703,38.9401996085058,19.9418820955221,26.6585556308721
"10",2015-11-01,18.65517241,19.0093482722083,23.6973647855962,23.5065740683737,23.140737812238,22.3385062346041
"11",2015-12-01,17.4,18.5670984439173,18.7095116699307,18.1344707545357,20.4846915022976,18.9739430926703
"12",2016-01-01,15.46666667,15.7354968464839,13.7782525211073,16.3403748921415,20.1404443927613,16.4986421631235
"13",2016-02-01,14.03571429,19.2450345193895,14.5876098420505,17.1233508144274,17.5453987060753,17.1253484704857
"14",2016-03-01,11,10.5531741418526,7.68904079222865,13.1004858903238,12.3645623476487,10.9268157930134
"15",2016-04-01,9.275862069,2.84496792306565,9.451462066493,3.54629975918112,9.96369622350161,6.45160649306035
"16",2016-05-01,8.866666667,13.5378018444417,12.1564534052543,7.18433998539954,9.7627086114736,10.6603259616423
"17",2016-06-01,NA,7.71242435113302,8.39154961380534,7.38135614456364,6.39312350869613,7.46961340454953
