"","date","demand.actual","monthly.pred","quarterly.pred","half.annual.pred","annual.pred","ensemble.pred"
"1",2015-02-01,11.88888889,10.7185763974561,9.71370127051955,10.4329809432411,11.2134682322722,10.5196817108722
"2",2015-03-01,9.966666667,11.6824324715219,11.6013551852195,12.112091915054,10.5905911370036,11.4966176771998
"3",2015-04-01,9.827586207,10.7632852458415,10.77905317482,12.0944327212429,9.75616185263641,10.8482332486352
"4",2015-05-01,10.33333333,10.3980838899723,10.0421903602761,9.7667485069042,8.43943410129014,9.66161421461068
"5",2015-06-01,9.448275862,11.1156276876058,11.4416951844945,9.56081152231021,8.32524805848252,10.1108456132233
"6",2015-07-01,9.133333333,11.3606711124766,11.1899080333078,9.64905704472844,8.23552277598444,10.1087897416243
"7",2015-08-01,9.133333333,11.3051213100503,10.7478862140721,9.11934075728518,7.79537376264292,9.74193051101262
"8",2015-09-01,8.896551724,10.714006160964,10.7937350525071,8.97890819508115,8.95032829753637,9.85924442652214
"9",2015-10-01,9.5,10.4765265287136,10.2130295396667,9.21102033362957,8.89388312154483,9.69861488088866
"10",2015-11-01,8.620689655,8.87771777872438,8.8905879838232,9.77407908716202,9.30603183188502,9.21210417039866
"11",2015-12-01,6.866666667,8.08167409308001,8.72579031394793,9.2931448673818,9.22920144504612,8.83245267986397
"12",2016-01-01,6.333333333,7.35603987352924,5.11130739284482,8.04334950338259,7.84601517828578,7.08917798701061
"13",2016-02-01,4.642857143,6.71273426644652,6.18847675873137,6.02620122837825,6.35740763016949,6.32120497093141
"14",2016-03-01,5,5.17297801247389,4.6969522263552,6.41923441528759,4.50906577346322,5.19955760689498
"15",2016-04-01,6.206896552,5.56325798997749,5.98352369008906,5.14319405958767,3.58751604314404,5.06937294569957
"16",2016-05-01,7.966666667,6.29272093828536,6.90285236651188,5.36623227972896,5.38942584152756,5.98780785651344
"17",2016-06-01,NA,7.54145043327082,8.45736180457823,8.76749669895091,11.235216096946,9.0003812584365
