"","date","demand.actual","monthly.pred","quarterly.pred","half.annual.pred","annual.pred","ensemble.pred"
"1",2015-02-01,7.821428571,10.5751771514954,10.1297546791691,10.1301715048198,11.9330341325822,10.6920343670167
"2",2015-03-01,6.387096774,7.31746511025498,6.14309163918979,9.03856679309807,4.02603025523067,6.63128844944338
"3",2015-04-01,5.3,5.25646331102098,7.3749314332093,4.58548565891706,3.43526273830546,5.1630357853632
"4",2015-05-01,5.096774194,6.15454278375108,4.92619738780327,5.02768682340606,5.10950345769475,5.30448261316379
"5",2015-06-01,4.866666667,5.77302761692574,6.77978152949117,4.64268349653329,4.06333124220815,5.31470597128959
"6",2015-07-01,4.774193548,4.6536748652643,3.786137481961,4.80979416969785,3.79726643451625,4.26171823785985
"7",2015-08-01,4.064516129,5.1009912456198,4.79265014846519,4.46880797290637,3.27383219838341,4.40907039134369
"8",2015-09-01,4.333333333,4.41863269250455,6.34386560744114,4.80625025699509,2.98924682487282,4.6394988454534
"9",2015-10-01,5.032258065,4.7234542485937,4.69812002398326,5.49177934477563,4.62159493654903,4.88373713847541
"10",2015-11-01,5.633333333,4.86536289932021,5.31719024656749,5.2217983489598,4.53840567119975,4.98568929151182
"11",2015-12-01,5.774193548,4.59098298073129,4.51837212035294,4.58955973899347,3.31757430477189,4.25412228621239
"12",2016-01-01,3.387096774,5.51745047996252,5.52461496878248,5.70436044464264,5.80570404672773,5.63803248502884
"13",2016-02-01,3.103448276,4.44288780631082,6.40031590215261,1.8396877865189,4.03810998645832,4.18025037036016
"14",2016-03-01,2,3.88400618549968,3.87404070724376,3.56759361379811,2.29249686138763,3.40453434198229
"15",2016-04-01,3.033333333,2.13883693235043,2.52416349386782,2.90856028434323,2.32709254858797,2.47466331478736
"16",2016-05-01,1.387096774,2.85536557196512,2.04673983085758,3.02924365514249,3.03208758546178,2.74085916085675
"17",2016-06-01,NA,2.50777148523225,1.95786270720134,1.28288816424009,3.32353416107372,2.26801412943685
