"","date","demand.actual","monthly.pred","quarterly.pred","half.annual.pred","annual.pred","ensemble.pred"
"1",2015-03-01,6.387096774,9.29529916766727,11.3518852584721,3.62925660255191,8.47377989971593,8.1875552321018
"2",2015-04-01,5.3,6.60723711427495,5.46910701783525,2.89843708889796,6.0262201118768,5.25025033322124
"3",2015-05-01,5.096774194,4.57326487549485,4.81438761095391,2.17089636805504,2.4314498338563,3.49749967209002
"4",2015-06-01,4.866666667,4.64092759298991,3.68557176738357,6.16658675464506,3.63765468482752,4.53268519996152
"5",2015-07-01,4.774193548,4.15606122048449,4.68110136633395,6.39880544884149,3.41706587540809,4.663258477767
"6",2015-08-01,4.064516129,7.71130107504416,5.4171079136308,7.68956516785072,4.33241082108635,6.28759624440301
"7",2015-09-01,4.333333333,6.58661073894587,5.98112015019202,3.92643264039549,3.27432025443556,4.94212094599224
"8",2015-10-01,5.032258065,5.93759026665982,6.02630454721829,4.15281289230679,2.48705516553828,4.65094071793079
"9",2015-11-01,5.633333333,5.76137559674591,5.47036911597977,5.06384208708593,5.29502756173538,5.39765359038675
"10",2015-12-01,5.774193548,5.99974761186115,5.70937373459058,5.11063389620533,6.04253527173103,5.71557262859702
"11",2016-01-01,3.387096774,6.33213287731678,6.76809693403979,5.63893687634652,5.26059357590911,5.99994006590305
"12",2016-02-01,3.103448276,4.30229250004859,5.08650934598096,4.16211302656145,4.59038186981575,4.53532418560169
"13",2016-03-01,2,4.26952539445041,4.38114015675395,4.90757392431363,2.68125786066561,4.0598743340459
"14",2016-04-01,3.033333333,4.82655212371906,4.55976589005988,2.60348041090495,1.07393465246672,3.26593326928765
"15",2016-05-01,1.387096774,1.84888885093043,3.83243956560201,4.23179041758789,1.448510328094,2.84040729055358
"16",2016-06-01,NA,0.217088195214929,1.33273800994366,2.83700721561919,0,1.09670835519445
"17",2016-07-01,NA,0,1.00102163231648,2.32574871454035,1.18956615724033,1.12908412602429
