"","date","demand.actual","monthly.pred","quarterly.pred","half.annual.pred","annual.pred","ensemble.pred"
"1",2015-04-01,23.13793103,44.6725332195083,25.0831011639239,11.874505740968,21.6424986343557,25.818159689689
"2",2015-05-01,20.5,22.38492684333,0,11.192010533042,15.2704747697603,12.2118530365331
"3",2015-06-01,17.24137931,22.6095003890454,10.657685797431,29.0365371408966,14.4524503142795,19.1890434104131
"4",2015-07-01,18.2,9.232480995201,9.17212870352542,24.3834634694309,15.3559677122789,14.5360102201091
"5",2015-08-01,24,23.88678164443,19.2897061397064,16.7739903084816,28.8195955204807,22.1925184032747
"6",2015-09-01,24.20689655,26.0727299103762,26.8732222781569,41.5414508315516,22.2850433341705,29.1931115885638
"7",2015-10-01,22.2,22.629736575111,25.4616935192374,20.2812104873802,15.2017643091262,20.8936012227137
"8",2015-11-01,18.65517241,16.4108085944808,17.0415670190473,13.6533641891543,20.4899240351368,16.8989159594548
"9",2015-12-01,17.4,14.5456336957281,19.3383903771585,22.7550060802016,18.1948830944448,18.7084783118832
"10",2016-01-01,15.46666667,18.8542843345278,17.9245008864833,20.3261944846254,22.0133421162628,19.7795804554748
"11",2016-02-01,14.03571429,17.4098301196765,16.8879056443339,13.7680674096865,11.6925976517473,14.9396002063611
"12",2016-03-01,11,15.6699871725608,9.559545116617,14.2250838062338,11.706616901343,12.7903082491886
"13",2016-04-01,9.275862069,9.68814667679664,11.5532308749897,11.502246142635,16.2646036693142,12.2520568409339
"14",2016-05-01,8.866666667,10.1060014929618,9.37892215973879,6.28383944637276,0,6.44219077476835
"15",2016-06-01,NA,11.4207338018853,7.46755292977594,15.1928929993518,8.0835262207278,10.5411764879352
"16",2016-07-01,NA,12.5160150451486,9.02787438832851,17.1617855657385,3.3011403887404,10.501703846989
"17",2016-08-01,NA,14.450687435619,17.1920370068961,20.0933915978629,5.07984753587234,14.2039908940626
